financial_id,incident_id,cost_category,amount_usd,currency,recorded_date
FIN00864,INC00053,Customer Notification,221040.67,USD,2024-11-17
FIN00865,INC00671,Forensics,192544.64,USD,2025-02-17
FIN00866,INC01687,Uncategorized,150433.03,USD,2026-03-14
FIN00867,INC00672,Uncategorized,250.0,USD,2024-07-28
FIN00868,INC00212,Forensics,250.0,USD,2025-03-10
FIN00869,INC00683,Uncategorized,204327.33,USD,2026-02-19
FIN00870,INC01199,Uncategorized,75773.16,USD,2024-07-08
FIN00871,INC00560,Downtime Loss,70732.23,USD,2025-10-29
FIN00872,INC01240,Downtime Loss,231077.39,USD,2025-10-02
FIN00873,INC00027,Remediation,250.0,USD,2026-03-02
FIN00874,INC00027,PR/Reputation,239370.76,USD,2026-01-03
FIN00875,INC01801,Downtime Loss,70732.23,USD,2025-12-06
FIN00876,INC01834,Forensics,250.0,USD,2025-08-17
FIN00877,INC00497,PR/Reputation,99070.63,USD,2026-03-11
FIN00878,INC00677,Legal,56164.0,USD,2025-01-08
FIN00879,INC00860,Uncategorized,250.0,USD,2025-04-10
FIN00880,INC00331,Uncategorized,167724.8,USD,2025-12-13
FIN00881,INC01733,Forensics,250.0,USD,2025-05-18
FIN00882,INC01389,Downtime Loss,118894.79,USD,2024-11-29
FIN00883,INC00789,Legal,250.0,USD,2025-09-24
FIN00884,INC00155,PR/Reputation,13689.43,USD,2026-06-14
FIN00885,INC00155,Remediation,250.0,USD,2025-11-15
FIN00886,INC01495,Downtime Loss,82124.02,USD,2024-11-18
FIN00887,INC00742,PR/Reputation,73065.42,USD,2025-11-07
FIN00888,INC00082,Customer Notification,250.0,USD,2025-09-21
FIN00889,INC01971,Customer Notification,109761.04,USD,2026-02-12
FIN00890,INC01228,Remediation,222220.04,USD,2025-03-25
FIN00891,INC00203,Uncategorized,207639.42,USD,2025-06-10
FIN00892,INC00995,Forensics,250.0,USD,2025-05-29
FIN00893,INC00995,Remediation,250.0,USD,2025-11-22
FIN00894,INC00215,Forensics,88785.45,USD,2025-10-22
FIN00895,INC00745,PR/Reputation,92807.29,USD,2024-09-26
FIN00896,INC00502,Forensics,250.0,USD,2026-02-17
FIN00897,INC00502,Regulatory Fine,250.0,USD,2025-05-04
FIN00898,INC00903,Customer Notification,183482.0,USD,2026-02-17
FIN00899,INC00306,Downtime Loss,150852.29,USD,2025-04-29
FIN00900,INC00306,Regulatory Fine,250.0,USD,2025-04-12
FIN00901,INC01139,Uncategorized,165795.66,USD,2025-02-14
FIN00902,INC00197,Downtime Loss,167622.21,USD,2025-06-02
FIN00903,INC00197,PR/Reputation,23287.57,USD,2025-02-10
FIN00904,INC01271,Regulatory Fine,250.0,USD,2025-04-15
FIN00905,INC01271,Remediation,250.0,USD,2024-12-24
FIN00906,INC00990,Remediation,56652.85,USD,2025-03-17
FIN00907,INC00990,PR/Reputation,250.0,USD,2025-07-05
FIN00908,INC00537,PR/Reputation,73065.42,USD,2024-09-20
FIN00909,INC01301,Regulatory Fine,166131.12,USD,2024-09-21
FIN00910,INC01143,Regulatory Fine,171729.7,USD,2024-08-08
FIN00911,INC01690,Downtime Loss,35692.44,USD,2025-08-19
FIN00912,INC01075,Downtime Loss,18714.21,USD,2025-04-23
FIN00913,INC00638,Forensics,45812.64,USD,2025-08-20
FIN00914,INC00638,Customer Notification,225143.93,USD,2025-09-09
FIN00915,INC00970,Legal,250.0,USD,2025-09-22
FIN00916,INC01183,Forensics,45812.64,USD,2026-06-07
FIN00917,INC01183,Downtime Loss,49916.72,USD,2025-01-20
FIN00918,INC01907,Uncategorized,128328.82,USD,2025-08-30
FIN00919,INC01921,Remediation,250.0,USD,2025-04-22
FIN00920,INC01838,Forensics,45812.64,USD,2024-10-19
FIN00921,INC00154,Remediation,56652.85,USD,2025-02-11
FIN00922,INC00154,Legal,250.0,USD,2024-11-22
FIN00923,INC01871,Uncategorized,59125.17,USD,2025-09-11
FIN00924,INC01819,Remediation,165698.31,USD,2024-11-01
FIN00925,INC01353,Regulatory Fine,59451.7,USD,2026-04-24
FIN00926,INC00661,Uncategorized,34172.5,USD,2024-08-29
FIN00927,INC00132,Customer Notification,250.0,USD,2025-04-28
FIN00928,INC01416,Legal,47011.12,USD,2025-12-02
FIN00929,INC01766,Forensics,45812.64,USD,2024-11-26
FIN00930,INC01375,PR/Reputation,151788.08,USD,2025-06-27
FIN00931,INC01296,Downtime Loss,9908.08,USD,2026-01-12
FIN00932,INC01615,Customer Notification,42086.35,USD,2025-05-19
FIN00933,INC01613,Downtime Loss,192767.09,USD,2025-10-03
FIN00934,INC01861,Remediation,56652.85,USD,2024-08-18
FIN00935,INC01065,Downtime Loss,32694.57,USD,2025-12-19
FIN00936,INC01095,Uncategorized,160762.02,USD,2024-12-09
FIN00937,INC00482,Regulatory Fine,209695.2,USD,2024-12-26
FIN00938,INC00791,Forensics,250.0,USD,2025-12-21
FIN00939,INC00946,Regulatory Fine,56091.23,USD,2024-08-08
FIN00940,INC00946,Downtime Loss,70732.23,USD,2024-08-06
FIN00941,INC00004,Remediation,250.0,USD,2025-06-07
FIN00942,INC01956,Forensics,250.0,USD,2025-07-27
FIN00943,INC01956,Downtime Loss,70732.23,USD,2025-05-05
FIN00944,INC01215,Downtime Loss,250.0,USD,2025-04-05
FIN00945,INC01215,Legal,56164.0,USD,2025-11-10
FIN00946,INC00933,Downtime Loss,250.0,USD,2025-03-24
FIN00947,INC01697,Customer Notification,62429.03,USD,2025-01-21
FIN00948,INC01403,Uncategorized,72485.79,USD,2026-06-28
FIN00949,INC01131,Uncategorized,72485.79,USD,2024-07-25
FIN00950,INC01123,Remediation,56652.85,USD,2025-02-23
FIN00951,INC00851,Remediation,56652.85,USD,2025-08-03
FIN00952,INC01130,Regulatory Fine,74023.2,USD,2025-11-16
FIN00953,INC00282,Customer Notification,61533.41,USD,2026-06-09
FIN00954,INC00282,PR/Reputation,73065.42,USD,2025-05-08
FIN00955,INC01216,Downtime Loss,217526.43,USD,2025-12-21
FIN00956,INC01946,Downtime Loss,70732.23,USD,2025-10-26
FIN00957,INC01700,PR/Reputation,154613.52,USD,2025-03-21
FIN00958,INC01937,Forensics,250.0,USD,2025-02-10
FIN00959,INC01254,Regulatory Fine,250.0,USD,2025-12-08
FIN00960,INC01254,Forensics,45812.64,USD,2025-07-28
FIN00961,INC01204,Regulatory Fine,74023.2,USD,2026-04-25
FIN00962,INC01204,Legal,56164.0,USD,2024-08-08
FIN00963,INC01566,Regulatory Fine,74023.2,USD,2025-11-06
FIN00964,INC01566,Forensics,56315.57,USD,2024-09-16
FIN00965,INC01626,Forensics,45812.64,USD,2026-03-09
FIN00966,INC01556,Forensics,180999.39,USD,2025-04-04
FIN00967,INC00384,Forensics,250.0,USD,2025-08-08
FIN00968,INC01569,Uncategorized,250.0,USD,2026-03-14
FIN00969,INC01518,Regulatory Fine,74023.2,USD,2025-03-31
FIN00970,INC00900,Remediation,193493.46,USD,2026-06-04
FIN00971,INC00699,Customer Notification,61533.41,USD,2025-10-30
FIN00972,INC00711,Legal,248827.92,USD,2025-03-27
FIN00973,INC01909,Remediation,155222.78,USD,2025-05-25
FIN00974,INC01909,Legal,56164.0,USD,2025-04-10
FIN00975,INC01125,Forensics,129525.33,USD,2025-05-08
FIN00976,INC01878,Uncategorized,250.0,USD,2026-03-02
FIN00977,INC01878,Customer Notification,139376.28,USD,2024-11-24
FIN00978,INC01517,PR/Reputation,83857.52,USD,2025-03-30
FIN00979,INC01517,Uncategorized,173977.78,USD,2026-04-02
FIN00980,INC00778,Forensics,250.0,USD,2025-10-25
FIN00981,INC00649,Regulatory Fine,250.0,USD,2026-04-04
FIN00982,INC00649,Regulatory Fine,208654.83,USD,2024-10-02
FIN00983,INC01635,Legal,164552.16,USD,2026-01-20
FIN00984,INC01635,Customer Notification,173155.67,USD,2025-04-20
FIN00985,INC01218,Regulatory Fine,250.0,USD,2024-10-12
FIN00986,INC00206,Forensics,45812.64,USD,2024-09-08
FIN00987,INC00403,Customer Notification,86216.86,USD,2025-09-26
FIN00988,INC00014,Legal,56164.0,USD,2025-09-30
FIN00989,INC01863,PR/Reputation,73065.42,USD,2024-08-31
FIN00990,INC00419,Customer Notification,54838.66,USD,2024-12-09
FIN00991,INC00330,Remediation,181865.26,USD,2025-04-08
FIN00992,INC01959,Legal,15458.65,USD,2026-05-22
FIN00993,INC00045,Regulatory Fine,74023.2,USD,2026-06-15
FIN00994,INC00836,Downtime Loss,215500.42,USD,2025-05-01
FIN00995,INC00599,Forensics,3199.21,USD,2024-12-15
FIN00996,INC01892,Forensics,73219.01,USD,2025-09-16
FIN00997,INC01892,Remediation,56652.85,USD,2025-04-01
FIN00998,INC00365,Downtime Loss,250.0,USD,2025-11-08
FIN00999,INC01181,Legal,9487.73,USD,2026-03-05
FIN01000,INC00861,Forensics,6496.81,USD,2026-05-10
FIN01001,INC01740,Uncategorized,72485.79,USD,2026-04-20
FIN01002,INC01000,Uncategorized,72485.79,USD,2025-06-27
FIN01003,INC00353,PR/Reputation,250.0,USD,2025-06-25
FIN01004,INC01624,Forensics,250.0,USD,2024-10-26
FIN01005,INC01624,PR/Reputation,250.0,USD,2026-01-25
FIN01006,INC00493,PR/Reputation,73065.42,USD,2024-11-18
FIN01007,INC00493,Forensics,187013.13,USD,2025-03-29
FIN01008,INC01565,Forensics,250.0,USD,2025-05-21
FIN01009,INC00174,Legal,250.0,USD,2024-08-22
FIN01010,INC01835,Downtime Loss,70732.23,USD,2025-01-04
FIN01011,INC01559,Legal,58492.93,USD,2025-11-21
FIN01012,INC00060,Remediation,56652.85,USD,2025-04-25
FIN01013,INC00060,Uncategorized,132363.31,USD,2025-11-17
FIN01014,INC00372,Uncategorized,22814.51,USD,2025-12-24
FIN01015,INC01031,Downtime Loss,207276.41,USD,2026-05-29
FIN01016,INC00364,PR/Reputation,250.0,USD,2025-10-01
FIN01017,INC01922,Remediation,195221.36,USD,2025-04-29
FIN01018,INC01922,Remediation,250.0,USD,2024-07-19
FIN01019,INC01417,Customer Notification,96110.65,USD,2024-10-21
FIN01020,INC01340,Remediation,250.0,USD,2025-04-13
FIN01021,INC00010,Uncategorized,72485.79,USD,2026-05-22
FIN01022,INC00362,Customer Notification,66751.05,USD,2025-10-23
FIN01023,INC00362,Regulatory Fine,162375.45,USD,2026-06-04
FIN01024,INC00893,Regulatory Fine,115225.46,USD,2026-02-16
FIN01025,INC01364,Legal,124077.97,USD,2025-01-01
FIN01026,INC01364,Downtime Loss,133806.58,USD,2026-04-28
FIN01027,INC01978,Downtime Loss,70732.23,USD,2025-11-26
FIN01028,INC01978,Uncategorized,195634.84,USD,2026-02-14
FIN01029,INC01146,Uncategorized,28644.72,USD,2025-03-04
FIN01030,INC01146,Downtime Loss,56729.61,USD,2025-05-22
FIN01031,INC00112,Regulatory Fine,13809.44,USD,2025-01-09
FIN01032,INC01872,Legal,171721.31,USD,2025-01-06
FIN01033,INC00153,Downtime Loss,209354.38,USD,2026-06-19
FIN01034,INC00153,Customer Notification,250.0,USD,2025-05-27
FIN01035,INC00710,Forensics,224061.26,USD,2025-01-13
FIN01036,INC00220,Regulatory Fine,250.0,USD,2025-12-05
FIN01037,INC01272,Uncategorized,245428.45,USD,2024-11-10
FIN01038,INC00348,PR/Reputation,250.0,USD,2024-09-07
FIN01039,INC00883,Forensics,250.0,USD,2026-02-03
FIN01040,INC01829,Uncategorized,250.0,USD,2025-10-07
FIN01041,INC01829,Legal,56164.0,USD,2024-07-17
FIN01042,INC01078,Regulatory Fine,250.0,USD,2025-09-07
FIN01043,INC01078,Regulatory Fine,250.0,USD,2026-05-02
FIN01044,INC00175,Customer Notification,193319.34,USD,2026-05-01
FIN01045,INC00175,Uncategorized,250.0,USD,2025-06-13
FIN01046,INC01870,PR/Reputation,2551.15,USD,2026-02-08
FIN01047,INC01870,Remediation,64715.72,USD,2026-06-03
FIN01048,INC00948,Downtime Loss,17994.4,USD,2024-12-24
FIN01049,INC00358,Downtime Loss,70732.23,USD,2025-07-13
FIN01050,INC00378,PR/Reputation,82427.6,USD,2026-01-06
FIN01051,INC00707,Downtime Loss,250.0,USD,2025-06-22
FIN01052,INC00959,Legal,186245.53,USD,2024-07-08
FIN01053,INC01918,Uncategorized,169979.99,USD,2025-10-03
FIN01054,INC00404,Downtime Loss,70732.23,USD,2025-12-28
FIN01055,INC01686,Forensics,190076.85,USD,2025-03-12
FIN01056,INC00480,Customer Notification,185386.54,USD,2026-01-08
FIN01057,INC01214,PR/Reputation,181838.26,USD,2026-06-07
FIN01058,INC01135,Regulatory Fine,74023.2,USD,2024-07-05
FIN01059,INC01623,Downtime Loss,70732.23,USD,2024-11-17
FIN01060,INC01746,Regulatory Fine,74023.2,USD,2024-12-27
FIN01061,INC01309,Regulatory Fine,12779.86,USD,2026-06-16
FIN01062,INC00036,Regulatory Fine,250.0,USD,2025-10-31
FIN01063,INC00667,Remediation,56652.85,USD,2025-07-23
FIN01064,INC00451,Customer Notification,61533.41,USD,2025-02-23
FIN01065,INC01452,Customer Notification,189012.06,USD,2025-09-10
FIN01066,INC01286,PR/Reputation,73065.42,USD,2024-11-21
FIN01067,INC00284,Downtime Loss,250.0,USD,2025-11-05
FIN01068,INC00872,PR/Reputation,250.0,USD,2024-08-10
FIN01069,INC00100,Legal,169315.96,USD,2025-08-18
FIN01070,INC01221,PR/Reputation,250.0,USD,2025-11-15
FIN01071,INC00141,Regulatory Fine,118075.18,USD,2025-02-08
FIN01072,INC00141,Uncategorized,205456.54,USD,2025-09-23
FIN01073,INC01724,Forensics,55415.25,USD,2026-05-24
FIN01074,INC01105,Uncategorized,250.0,USD,2025-03-22
FIN01075,INC01398,Legal,250.0,USD,2025-12-22
FIN01076,INC00380,Regulatory Fine,74023.2,USD,2024-08-31
FIN01077,INC00501,Remediation,56652.85,USD,2024-07-30
FIN01078,INC00034,Regulatory Fine,81346.34,USD,2024-11-18
FIN01079,INC00034,Remediation,45214.16,USD,2026-05-19
FIN01080,INC00984,Downtime Loss,232776.6,USD,2026-02-26
FIN01081,INC00984,Downtime Loss,50648.3,USD,2025-09-02
FIN01082,INC01794,Customer Notification,250.0,USD,2026-03-30
FIN01083,INC01794,Remediation,205109.42,USD,2025-07-19
FIN01084,INC01472,Uncategorized,72485.79,USD,2024-12-01
FIN01085,INC01289,Remediation,33089.83,USD,2025-11-17
FIN01086,INC00126,PR/Reputation,223360.43,USD,2026-01-08
FIN01087,INC00126,Regulatory Fine,250.0,USD,2026-05-12
FIN01088,INC01320,Regulatory Fine,171263.47,USD,2024-08-08
FIN01089,INC01557,Uncategorized,250.0,USD,2025-01-31
FIN01090,INC01557,Remediation,211790.71,USD,2025-01-10
FIN01091,INC01810,Regulatory Fine,35533.12,USD,2026-05-11
FIN01092,INC01810,Uncategorized,203595.51,USD,2024-08-22
FIN01093,INC01786,Remediation,232189.66,USD,2025-04-21
FIN01094,INC00279,Remediation,250.0,USD,2025-10-11
FIN01095,INC00279,Uncategorized,243158.73,USD,2025-11-04
FIN01096,INC00541,Remediation,250.0,USD,2024-11-23
FIN01097,INC00541,Regulatory Fine,144619.4,USD,2024-07-01
FIN01098,INC00408,Regulatory Fine,81660.09,USD,2024-11-22
FIN01099,INC01211,Uncategorized,27927.22,USD,2025-01-22
FIN01100,INC01637,Customer Notification,250.0,USD,2025-03-11
FIN01101,INC01128,Uncategorized,72485.79,USD,2025-08-22
FIN01102,INC00195,Downtime Loss,178581.48,USD,2025-05-01
FIN01103,INC01345,Downtime Loss,141014.34,USD,2025-10-02
FIN01104,INC00159,PR/Reputation,69713.6,USD,2025-12-30
FIN01105,INC00159,Regulatory Fine,168039.77,USD,2026-03-07
FIN01106,INC00065,Forensics,15333.02,USD,2024-07-08
FIN01107,INC00908,Downtime Loss,197182.84,USD,2026-01-23
FIN01108,INC01942,Regulatory Fine,74023.2,USD,2026-01-24
FIN01109,INC01852,Legal,56164.0,USD,2025-07-10
FIN01110,INC00366,Regulatory Fine,226817.91,USD,2026-04-30
FIN01111,INC01670,Legal,52848.29,USD,2025-02-13
FIN01112,INC01670,Legal,56164.0,USD,2025-10-18
FIN01113,INC00713,PR/Reputation,80110.19,USD,2026-04-14
FIN01114,INC01336,Regulatory Fine,250.0,USD,2026-06-26
FIN01115,INC01336,Uncategorized,191030.2,USD,2025-11-08
FIN01116,INC01426,PR/Reputation,73065.42,USD,2025-07-16
FIN01117,INC00164,Uncategorized,224239.95,USD,2025-12-01
FIN01118,INC00137,PR/Reputation,73065.42,USD,2025-03-19
FIN01119,INC01223,Customer Notification,81026.47,USD,2025-11-28
FIN01120,INC00240,Customer Notification,124465.38,USD,2024-12-31
FIN01121,INC00659,Remediation,250.0,USD,2025-12-07
FIN01122,INC01480,Legal,250.0,USD,2024-08-07
FIN01123,INC01480,Remediation,109858.87,USD,2025-02-03
FIN01124,INC00058,Legal,137825.71,USD,2025-09-03
FIN01125,INC00058,Legal,250.0,USD,2025-06-30
FIN01126,INC01772,Regulatory Fine,219993.76,USD,2024-08-16
FIN01127,INC00761,Customer Notification,61533.41,USD,2024-12-03
FIN01128,INC00253,Forensics,245831.81,USD,2025-09-10
FIN01129,INC00253,PR/Reputation,250.0,USD,2026-01-04
FIN01130,INC00171,Legal,215680.72,USD,2025-05-30
FIN01131,INC01564,Regulatory Fine,40786.8,USD,2025-11-14
FIN01132,INC01423,Forensics,45812.64,USD,2025-03-03
FIN01133,INC01972,Regulatory Fine,61441.1,USD,2025-01-20
FIN01134,INC01773,Remediation,25594.67,USD,2026-03-22
FIN01135,INC01114,Customer Notification,48455.17,USD,2025-01-07
FIN01136,INC00340,Forensics,45812.64,USD,2025-01-11
FIN01137,INC00340,Customer Notification,163713.72,USD,2026-01-25
FIN01138,INC01147,Downtime Loss,142512.52,USD,2025-07-29
FIN01139,INC00704,Regulatory Fine,250.0,USD,2025-12-28
FIN01140,INC00704,Legal,250.0,USD,2026-01-18
FIN01141,INC00123,Regulatory Fine,250.0,USD,2024-07-16
FIN01142,INC00123,Regulatory Fine,101564.09,USD,2026-03-19
FIN01143,INC00156,Remediation,244456.01,USD,2025-05-14
FIN01144,INC00233,Regulatory Fine,74023.2,USD,2026-02-12
FIN01145,INC00342,Customer Notification,189134.07,USD,2025-10-18
FIN01146,INC01602,Downtime Loss,249578.74,USD,2026-06-01
FIN01147,INC01602,Regulatory Fine,126970.73,USD,2025-09-04
FIN01148,INC00934,Uncategorized,20490.63,USD,2025-09-10
FIN01149,INC00934,Uncategorized,250.0,USD,2024-10-03
FIN01150,INC01511,Uncategorized,250.0,USD,2024-08-22
FIN01151,INC01511,Forensics,250.0,USD,2025-01-17
FIN01152,INC01064,Customer Notification,250.0,USD,2025-03-13
FIN01153,INC00373,Customer Notification,250.0,USD,2025-11-07
FIN01154,INC00373,Regulatory Fine,133465.3,USD,2025-10-09
FIN01155,INC01775,Remediation,56652.85,USD,2024-10-31
FIN01156,INC01753,Customer Notification,61533.41,USD,2025-01-30
FIN01157,INC00086,Customer Notification,61533.41,USD,2025-12-17
FIN01158,INC00086,Downtime Loss,70732.23,USD,2025-04-18
FIN01159,INC00400,Customer Notification,61533.41,USD,2024-12-12
FIN01160,INC00400,Customer Notification,80581.61,USD,2024-12-02
FIN01161,INC01570,Downtime Loss,70732.23,USD,2025-03-18
FIN01162,INC01966,Customer Notification,143445.68,USD,2024-10-08
FIN01163,INC00505,Downtime Loss,112648.64,USD,2026-04-30
FIN01164,INC00017,Legal,54962.57,USD,2025-04-25
FIN01165,INC00899,Regulatory Fine,250.0,USD,2026-02-26
FIN01166,INC00194,Customer Notification,194807.79,USD,2025-09-23
FIN01167,INC00583,Customer Notification,232471.77,USD,2025-05-13
FIN01168,INC00583,Downtime Loss,236425.4,USD,2026-04-02
FIN01169,INC01582,PR/Reputation,122981.53,USD,2026-06-10
FIN01170,INC01582,Legal,182464.54,USD,2024-12-23
FIN01171,INC01010,Customer Notification,250.0,USD,2026-01-01
FIN01172,INC00221,Uncategorized,72485.79,USD,2024-11-21
FIN01173,INC01538,Forensics,45812.64,USD,2026-03-28
FIN01174,INC01538,PR/Reputation,31501.37,USD,2026-03-01
FIN01175,INC01974,Forensics,45812.64,USD,2025-04-14
FIN01176,INC00565,Remediation,250.0,USD,2025-10-02
FIN01177,INC01789,Regulatory Fine,128214.67,USD,2025-04-13
FIN01178,INC01543,Remediation,250.0,USD,2026-01-08
FIN01179,INC01543,Downtime Loss,70732.23,USD,2025-02-27
FIN01180,INC01069,Uncategorized,250.0,USD,2024-07-27
FIN01181,INC00251,Remediation,104351.67,USD,2025-12-13
FIN01182,INC00251,Forensics,32856.96,USD,2026-04-17
FIN01183,INC01365,Uncategorized,250.0,USD,2026-01-29
FIN01184,INC01365,Uncategorized,217239.85,USD,2025-02-24
FIN01185,INC00782,Remediation,56652.85,USD,2024-07-23
FIN01186,INC00782,Customer Notification,166604.78,USD,2025-11-26
FIN01187,INC01028,Customer Notification,250.0,USD,2025-01-12
FIN01188,INC01028,PR/Reputation,104510.32,USD,2024-09-24
FIN01189,INC00248,Forensics,111431.74,USD,2026-03-11
FIN01190,INC00248,PR/Reputation,73065.42,USD,2024-10-19
FIN01191,INC01014,Downtime Loss,22611.21,USD,2024-11-05
FIN01192,INC01014,Legal,138422.41,USD,2025-12-12
FIN01193,INC00652,Customer Notification,61533.41,USD,2025-04-21
FIN01194,INC01802,Uncategorized,250.0,USD,2024-09-27
FIN01195,INC01802,Forensics,59446.33,USD,2024-12-20
FIN01196,INC01235,Downtime Loss,250.0,USD,2026-02-14
FIN01197,INC00087,PR/Reputation,20981.25,USD,2024-12-20
FIN01198,INC01481,Uncategorized,72485.79,USD,2026-05-30
FIN01199,INC01805,Regulatory Fine,25083.74,USD,2024-09-01
FIN01200,INC01371,Customer Notification,61533.41,USD,2026-02-01
FIN01201,INC01371,Legal,250.0,USD,2024-07-11
FIN01202,INC01290,PR/Reputation,48296.64,USD,2026-06-18
FIN01203,INC01290,Remediation,28682.9,USD,2025-06-20
FIN01204,INC00303,Regulatory Fine,250.0,USD,2025-09-22
FIN01205,INC00553,Regulatory Fine,74023.2,USD,2026-02-18
FIN01206,INC00741,PR/Reputation,73065.42,USD,2024-12-06
FIN01207,INC01493,Downtime Loss,70732.23,USD,2025-07-24
FIN01208,INC01153,Uncategorized,250.0,USD,2024-06-30
FIN01209,INC01906,PR/Reputation,250.0,USD,2025-07-02
FIN01210,INC00611,Uncategorized,161691.07,USD,2025-07-21
FIN01211,INC00067,Regulatory Fine,74023.2,USD,2025-05-24
FIN01212,INC00837,Downtime Loss,70732.23,USD,2024-10-04
FIN01213,INC01297,Uncategorized,72485.79,USD,2025-10-29
FIN01214,INC01521,Customer Notification,61533.41,USD,2025-07-07
FIN01215,INC01726,Regulatory Fine,234711.1,USD,2024-07-23
FIN01216,INC01726,Regulatory Fine,124630.46,USD,2026-06-17
FIN01217,INC00897,Remediation,250.0,USD,2025-03-26
FIN01218,INC00234,Uncategorized,250.0,USD,2025-02-10
FIN01219,INC01492,Legal,56164.0,USD,2025-11-13
FIN01220,INC01492,PR/Reputation,221545.03,USD,2026-04-03
FIN01221,INC00428,Customer Notification,224863.08,USD,2024-12-16
FIN01222,INC00428,Remediation,56652.85,USD,2024-09-24
FIN01223,INC01940,Regulatory Fine,21408.89,USD,2026-03-07
FIN01224,INC01437,PR/Reputation,250.0,USD,2025-06-07
FIN01225,INC00309,Downtime Loss,250.0,USD,2025-10-09
FIN01226,INC01081,Uncategorized,244159.97,USD,2025-11-24
FIN01227,INC01860,Uncategorized,6985.88,USD,2025-06-13
FIN01228,INC01860,Downtime Loss,227015.84,USD,2024-07-09
FIN01229,INC00485,Downtime Loss,250.0,USD,2026-05-31
FIN01230,INC00485,Legal,160293.02,USD,2025-08-24
FIN01231,INC01976,Forensics,46369.1,USD,2024-07-28
FIN01232,INC00633,PR/Reputation,147470.2,USD,2025-08-22
FIN01233,INC00762,Legal,56164.0,USD,2025-06-03
FIN01234,INC00762,Customer Notification,200007.31,USD,2025-01-07
FIN01235,INC01077,Uncategorized,250.0,USD,2025-10-13
FIN01236,INC01662,Uncategorized,145522.48,USD,2025-02-20
FIN01237,INC00188,PR/Reputation,67808.86,USD,2026-02-10
FIN01238,INC00188,PR/Reputation,73065.42,USD,2026-01-11
FIN01239,INC01390,Customer Notification,15552.39,USD,2025-01-18
FIN01240,INC00236,Uncategorized,97838.18,USD,2026-05-26
FIN01241,INC00700,PR/Reputation,250.0,USD,2026-05-11
FIN01242,INC00700,Uncategorized,206211.36,USD,2026-05-02
FIN01243,INC01577,Regulatory Fine,60516.62,USD,2025-04-22
FIN01244,INC00964,Downtime Loss,250.0,USD,2025-11-02
FIN01245,INC00750,PR/Reputation,250.0,USD,2026-05-17
FIN01246,INC00750,Downtime Loss,95258.4,USD,2025-03-21
FIN01247,INC01274,Uncategorized,98145.44,USD,2025-10-17
FIN01248,INC00739,Customer Notification,250.0,USD,2026-03-04
FIN01249,INC00316,PR/Reputation,250.0,USD,2024-11-27
FIN01250,INC00488,PR/Reputation,250.0,USD,2025-04-09
FIN01251,INC00346,Downtime Loss,151537.29,USD,2025-04-23
FIN01252,INC00346,PR/Reputation,250.0,USD,2026-05-30
FIN01253,INC01186,Forensics,45812.64,USD,2024-07-11
FIN01254,INC00825,Remediation,250.0,USD,2025-11-20
FIN01255,INC00793,Regulatory Fine,8406.67,USD,2024-08-25
FIN01256,INC00777,Forensics,250.0,USD,2024-12-23
FIN01257,INC01194,Downtime Loss,70732.23,USD,2024-10-26
FIN01258,INC00592,Uncategorized,55977.66,USD,2024-08-18
FIN01259,INC01973,Customer Notification,61533.41,USD,2024-11-14
FIN01260,INC01321,Customer Notification,61533.41,USD,2024-12-12
FIN01261,INC01321,Customer Notification,61533.41,USD,2025-04-16
FIN01262,INC00916,PR/Reputation,179596.48,USD,2024-10-23
FIN01263,INC01774,Forensics,45812.64,USD,2025-07-02
FIN01264,INC01541,Legal,56164.0,USD,2025-05-17
FIN01265,INC01821,Downtime Loss,250.0,USD,2026-06-28
FIN01266,INC01177,Downtime Loss,250.0,USD,2024-07-27
FIN01267,INC00749,Regulatory Fine,149647.44,USD,2024-08-31
FIN01268,INC00749,PR/Reputation,73065.42,USD,2025-09-06
FIN01269,INC00432,Downtime Loss,203544.08,USD,2024-07-29
FIN01270,INC01591,Forensics,54681.65,USD,2025-03-06
FIN01271,INC01397,Customer Notification,250.0,USD,2024-11-27
FIN01272,INC01397,Uncategorized,21857.86,USD,2025-12-26
FIN01273,INC00663,Remediation,250.0,USD,2026-06-07
FIN01274,INC00663,Remediation,56652.85,USD,2024-07-31
FIN01275,INC00387,Forensics,118088.2,USD,2024-10-13
FIN01276,INC00387,Forensics,45812.64,USD,2025-12-06
FIN01277,INC00953,Remediation,56652.85,USD,2025-03-07
FIN01278,INC01394,Remediation,75930.56,USD,2025-07-19
FIN01279,INC00277,Forensics,22714.13,USD,2024-07-05
FIN01280,INC00864,Downtime Loss,70732.23,USD,2024-10-06
FIN01281,INC01126,PR/Reputation,173141.21,USD,2026-04-12
FIN01282,INC01873,Uncategorized,72485.79,USD,2025-08-08
FIN01283,INC01833,Forensics,45812.64,USD,2026-02-13
FIN01284,INC01833,Remediation,62871.0,USD,2026-04-26
FIN01285,INC00686,Remediation,250.0,USD,2025-10-01
FIN01286,INC01727,Legal,28083.0,USD,2025-10-23
FIN01287,INC01100,Customer Notification,61533.41,USD,2025-07-18
FIN01288,INC00339,Regulatory Fine,17947.77,USD,2025-08-11
FIN01289,INC00519,Forensics,45812.64,USD,2024-12-08
FIN01290,INC01387,Remediation,250.0,USD,2024-10-23
FIN01291,INC00075,PR/Reputation,73065.42,USD,2026-02-13
FIN01292,INC00103,Forensics,22126.52,USD,2026-04-01
