asset_id,client_id,asset_type,operating_system,criticality,ip_address,deployed_date,last_patch_date
AST00618,CLI0451,Server,Ubuntu 22.04,Medium,192.168.73.149,2022-07-18,2026-01-04
AST00619,CLI0037,mobile device,Ubuntu 20.04,Medium,172.21.55.136,2022-11-26,
AST00620,CLI0119,mobile device,Windows Server 2019,Critical,10.58.89.217,2024-02-29,2025-08-10
AST00621,CLI0497,mobile device,CentOS 7,Low,10.245.131.105,2023-11-20,2026-03-08
AST00622,CLI0127,iot device,Windows 10,Medium,172.26.242.8,2023-03-08,2025-10-18
AST00623,CLI0173,Server,Ubuntu 20.04,Medium,10.72.227.82,2025-03-31,2025-09-13
AST00624,CLI0218,Server,Windows Server 2019,Medium,10.57.51.166,2022-10-21,2026-04-08
AST00625,CLI0427,workstation,Ubuntu 22.04,High,10.16.202.52,2025-08-31,2026-01-02
AST00626,CLI0337,Server,Ubuntu 20.04,High,10.22.40.254,2022-10-04,2026-02-28
AST00627,CLI0404,iot device,Unknown,Low,10.105.42.88,2024-11-04,2025-09-10
AST00628,CLI0030,workstation,CentOS 7,High,10.142.4.46,2026-04-16,
AST00629,CLI0465,cloud instance,Unknown,High,Unknown,2024-06-30,2026-03-22
AST00630,CLI0464,iot device,Unknown,Medium,192.168.7.40,2024-08-10,2026-03-17
AST00631,CLI0290,iot device,Windows Server 2019,High,10.2.55.102,2026-05-22,2025-09-15
AST00632,CLI0391,workstation,macOS Sonoma,High,192.168.243.13,2023-12-17,
AST00633,CLI0092,Server,Ubuntu 22.04,Medium,10.181.171.70,2026-06-02,
AST00634,CLI0292,firewall,Windows 10,High,172.26.14.149,2022-12-27,
AST00635,CLI0318,Server,Windows 11,High,172.17.76.170,2022-10-28,
AST00636,CLI0205,mobile device,CentOS 7,Critical,172.25.251.245,2025-03-29,2025-09-19
AST00637,CLI0434,workstation,macOS Sonoma,High,172.29.177.220,2023-04-01,2025-07-24
AST00638,CLI0445,router,Windows 10,Low,172.27.194.20,2023-03-18,
AST00639,CLI0230,firewall,CentOS 7,Medium,10.43.133.229,2022-12-21,2026-03-10
AST00640,CLI0086,cloud instance,CentOS 7,Critical,10.86.98.227,2022-10-02,
AST00641,CLI0308,firewall,Windows 11,High,192.168.206.254,2022-12-26,2026-05-01
AST00642,CLI0438,cloud instance,Unknown,Low,172.24.188.49,2025-07-08,2026-04-18
AST00643,CLI0111,Server,macOS Sonoma,Critical,172.28.241.51,2026-06-11,2025-08-21
AST00644,CLI0260,iot device,Ubuntu 20.04,Medium,172.24.5.166,2024-06-13,2026-06-08
AST00645,CLI0017,workstation,CentOS 7,Medium,10.27.15.120,2025-10-25,
AST00646,CLI0047,workstation,macOS Sonoma,High,10.167.102.195,2023-02-08,2025-08-03
AST00647,CLI0466,mobile device,Unknown,High,10.252.0.0,2025-08-31,2025-09-10
AST00648,CLI0217,firewall,Windows 10,High,172.26.254.230,2025-09-24,
AST00649,CLI0109,router,Unknown,Low,Unknown,2025-07-20,2026-06-26
AST00650,CLI0014,firewall,CentOS 7,Critical,10.161.13.231,2025-11-27,2025-07-12
AST00651,CLI0499,cloud instance,Unknown,High,10.155.40.168,2026-01-12,
AST00652,CLI0405,cloud instance,Windows 10,Medium,172.31.153.59,2025-07-20,2026-01-23
AST00653,CLI0115,Server,Ubuntu 22.04,High,Unknown,2024-09-16,
AST00654,CLI0149,database,macOS Sonoma,High,192.168.28.137,2024-01-22,2026-06-19
AST00655,CLI0196,workstation,Ubuntu 20.04,High,192.168.145.161,2023-10-11,
AST00656,CLI0433,Server,Windows 10,Medium,172.16.220.93,2025-07-21,2025-11-15
AST00657,CLI0456,mobile device,CentOS 7,Low,172.27.111.138,2024-02-21,2025-09-26
AST00658,CLI0249,database,Ubuntu 20.04,Medium,10.43.125.123,2026-02-19,
AST00659,CLI0053,iot device,Windows Server 2019,Low,172.26.111.140,2022-08-23,2025-11-30
AST00660,CLI0443,router,CentOS 7,High,192.168.136.130,2022-07-29,2025-07-07
AST00661,CLI0298,Server,CentOS 7,Critical,172.28.125.88,2023-10-14,2025-12-24
AST00662,CLI0500,database,Windows Server 2019,Medium,Unknown,2025-04-04,2025-12-27
AST00663,CLI0324,Server,Windows 10,High,192.168.153.90,2023-12-12,
AST00664,CLI0485,workstation,CentOS 7,Medium,10.109.155.232,2023-08-23,
AST00665,CLI0460,router,Windows Server 2019,Medium,172.18.241.81,2025-05-13,2026-01-26
AST00666,CLI0481,iot device,CentOS 7,Medium,172.31.53.102,2024-03-15,2025-07-27
AST00667,CLI0348,Server,CentOS 7,Medium,172.25.152.218,2024-03-23,2025-09-10
AST00668,CLI0400,router,RHEL 8,High,172.30.128.217,2025-03-07,2026-01-15
AST00669,CLI0213,cloud instance,Windows 10,High,192.168.95.130,2024-10-19,2025-09-14
AST00670,CLI0205,firewall,Unknown,Critical,192.168.137.46,2026-03-30,
AST00671,CLI0506,cloud instance,Ubuntu 22.04,Medium,172.17.234.140,2024-08-01,2025-11-09
AST00672,CLI0368,cloud instance,RHEL 8,High,10.153.189.187,2025-11-14,2026-05-09
AST00673,CLI0033,workstation,RHEL 8,Critical,10.211.43.31,2023-07-24,2025-10-12
AST00674,CLI0124,Server,Ubuntu 22.04,Critical,192.168.207.205,2023-06-13,
AST00675,CLI0364,Server,Unknown,High,172.29.244.205,2024-03-07,2025-09-10
AST00676,CLI0107,Server,CentOS 7,High,172.24.68.201,2025-08-26,2025-10-08
AST00677,CLI0109,Server,Unknown,High,192.168.248.192,2025-08-15,2025-07-19
AST00678,CLI0043,Server,Windows 10,Medium,172.18.8.220,2026-02-04,2025-11-24
AST00679,CLI0371,firewall,Ubuntu 20.04,High,192.168.203.53,2026-04-07,2025-08-19
AST00680,CLI0511,workstation,Windows 11,High,10.61.196.222,2024-07-31,2026-04-28
AST00681,CLI0126,database,CentOS 7,Critical,192.168.46.53,2023-06-12,2025-08-12
AST00682,CLI0252,mobile device,RHEL 8,High,172.28.122.121,2025-09-19,2026-03-28
AST00683,CLI0273,iot device,macOS Sonoma,High,10.89.173.209,2023-05-08,2025-10-07
AST00684,CLI0156,Server,macOS Sonoma,High,192.168.191.217,2025-04-17,
AST00685,CLI0424,router,CentOS 7,High,172.24.227.49,2026-01-04,2025-11-08
AST00686,CLI0371,Server,CentOS 7,Medium,192.168.157.200,2022-07-30,2026-02-05
AST00687,CLI0072,workstation,RHEL 8,High,192.168.27.254,2025-04-04,2026-04-13
AST00688,CLI0445,Server,macOS Sonoma,High,Unknown,2024-09-14,2026-06-14
AST00689,CLI0155,Server,Windows Server 2019,High,172.19.231.221,2024-08-19,2025-12-07
AST00690,CLI0303,router,macOS Sonoma,High,10.201.52.23,2026-03-16,
AST00691,CLI0322,iot device,Windows Server 2019,High,10.82.9.77,2026-02-27,2026-05-16
AST00692,CLI0151,router,CentOS 7,High,192.168.17.88,2023-08-04,2026-04-10
AST00693,CLI0453,iot device,macOS Sonoma,High,172.29.54.250,2026-03-14,
AST00694,CLI0087,Server,Unknown,High,10.133.157.222,2024-07-08,2026-02-04
AST00695,CLI0130,Server,Unknown,High,192.168.232.17,2025-04-10,2026-02-18
AST00696,CLI0320,Server,RHEL 8,High,10.69.173.225,2022-07-04,2025-09-10
AST00697,CLI0029,Server,Unknown,High,192.168.80.206,2023-06-29,
AST00698,CLI0433,Server,Windows 10,High,192.168.210.20,2025-08-31,
AST00699,CLI0266,Server,RHEL 8,Low,Unknown,2025-06-08,2026-03-07
AST00700,CLI0128,mobile device,Ubuntu 20.04,Medium,172.22.91.116,2022-10-31,
AST00701,CLI0348,database,Unknown,Medium,172.23.46.255,2022-07-30,2026-01-19
AST00702,CLI0240,iot device,Ubuntu 20.04,High,192.168.45.142,2026-05-23,2026-03-12
AST00703,CLI0144,router,Unknown,High,10.219.153.56,2024-11-23,
AST00704,CLI0198,iot device,CentOS 7,Low,10.60.21.94,2022-07-20,
AST00705,CLI0422,workstation,Windows 10,Low,172.31.208.17,2022-12-20,2026-03-17
AST00706,CLI0488,database,CentOS 7,Low,172.31.208.57,2024-01-09,2025-09-12
AST00707,CLI0413,Server,Unknown,Medium,10.144.225.21,2025-05-26,
AST00708,CLI0511,router,CentOS 7,High,10.134.10.148,2023-06-09,
AST00709,CLI0427,firewall,Windows 11,Medium,192.168.234.148,2022-11-02,2026-05-13
AST00710,CLI0469,firewall,Unknown,High,192.168.108.167,2025-05-07,2026-03-25
AST00711,CLI0218,mobile device,CentOS 7,Low,172.17.225.76,2022-09-14,2025-12-18
AST00712,CLI0379,workstation,Unknown,High,172.17.116.213,2022-07-07,2025-12-30
AST00713,CLI0379,Server,Ubuntu 20.04,Low,172.20.59.75,2026-05-14,2026-01-19
AST00714,CLI0381,cloud instance,RHEL 8,High,172.31.197.88,2026-03-20,2026-05-16
AST00715,CLI0147,firewall,Unknown,Critical,Unknown,2023-10-06,
AST00716,CLI0291,database,Windows 11,High,10.65.120.95,2024-06-28,2026-06-20
AST00717,CLI0126,Server,RHEL 8,Low,172.25.13.185,2026-02-07,
AST00718,CLI0493,Server,Ubuntu 20.04,Medium,172.29.241.223,2026-01-24,
AST00719,CLI0387,mobile device,Unknown,Medium,10.225.70.81,2022-09-15,2025-09-21
AST00720,CLI0472,mobile device,CentOS 7,Medium,10.83.189.121,2025-04-26,
AST00721,CLI0092,Server,Unknown,Critical,172.27.104.156,2026-06-13,
AST00722,CLI0348,Server,Windows Server 2019,High,10.75.205.178,2022-12-27,2026-05-12
AST00723,CLI0285,workstation,Windows 11,High,Unknown,2023-03-20,2026-01-01
AST00724,CLI0317,Server,Windows 10,High,172.22.203.243,2024-10-29,2026-06-19
AST00725,CLI0055,Server,Unknown,Medium,192.168.39.86,2023-06-24,2025-08-02
AST00726,CLI0020,workstation,Unknown,Medium,172.19.231.89,2024-01-26,
AST00727,CLI0211,database,Unknown,Critical,172.18.152.17,2024-05-02,2025-12-21
AST00728,CLI0329,router,Unknown,Low,192.168.2.248,2023-10-24,2025-07-15
AST00729,CLI0349,router,Windows 11,Critical,Unknown,2024-04-21,2026-06-29
AST00730,CLI0325,router,Ubuntu 20.04,Low,192.168.24.236,2025-09-13,2025-10-10
AST00731,CLI0173,cloud instance,Windows 11,Medium,192.168.195.69,2022-11-12,2025-09-30
AST00732,CLI0158,cloud instance,macOS Sonoma,High,172.22.169.194,2023-02-23,2025-10-11
AST00733,CLI0334,firewall,Windows Server 2019,High,192.168.152.219,2024-06-16,
AST00734,CLI0102,iot device,Windows 11,Critical,172.20.51.128,2023-12-06,
AST00735,CLI0385,workstation,Windows Server 2019,Medium,10.198.179.171,2024-05-26,2025-11-30
AST00736,CLI0243,mobile device,Unknown,High,172.21.246.160,2024-03-25,2025-12-01
AST00737,CLI0276,Server,RHEL 8,Critical,172.23.44.228,2025-01-31,2026-03-17
AST00738,CLI0496,Server,macOS Sonoma,High,192.168.42.254,2023-08-28,2025-12-06
AST00739,CLI0276,Server,Unknown,High,172.20.22.218,2025-03-25,2025-09-28
AST00740,CLI0129,cloud instance,Unknown,Critical,172.17.134.253,2024-09-12,2026-01-02
AST00741,CLI0513,database,Windows 11,High,192.168.48.96,2024-05-08,2026-03-19
AST00742,CLI0252,Server,macOS Sonoma,Medium,172.18.157.219,2025-07-26,2025-07-04
AST00743,CLI0476,Server,Ubuntu 20.04,High,172.21.212.166,2025-11-12,2025-07-15
AST00744,CLI0062,mobile device,Ubuntu 20.04,Medium,192.168.232.245,2025-07-10,2026-04-20
AST00745,CLI0390,iot device,Ubuntu 22.04,Medium,172.21.253.121,2023-05-04,
AST00746,CLI0047,firewall,Unknown,Medium,172.19.103.15,2024-03-24,2025-07-05
AST00747,CLI0405,workstation,Windows 11,High,10.244.73.14,2024-05-02,
AST00748,CLI0443,database,Unknown,Medium,192.168.249.51,2023-09-15,
AST00749,CLI0351,cloud instance,CentOS 7,High,192.168.202.61,2025-09-17,
AST00750,CLI0350,database,CentOS 7,Medium,10.8.34.28,2025-04-11,2025-07-08
AST00751,CLI0137,Server,Unknown,Critical,Unknown,2024-06-01,2025-08-21
AST00752,CLI0178,router,Unknown,High,192.168.97.191,2022-11-02,
AST00753,CLI0084,workstation,Unknown,Low,172.21.80.188,2026-02-07,2025-12-08
AST00754,CLI0456,workstation,RHEL 8,High,172.30.98.111,2024-11-01,2026-01-23
AST00755,CLI0367,router,Windows 11,High,172.16.64.129,2022-11-26,2025-12-04
AST00756,CLI0009,workstation,CentOS 7,High,172.25.78.6,2022-08-23,
AST00757,CLI0010,database,Windows Server 2019,High,192.168.249.206,2023-06-03,2025-07-05
AST00758,CLI0367,database,Windows 10,High,192.168.32.132,2023-07-26,
AST00759,CLI0227,database,CentOS 7,High,Unknown,2022-12-17,
AST00760,CLI0215,Server,Ubuntu 22.04,High,172.16.170.115,2023-02-20,2026-03-21
AST00761,CLI0285,Server,Unknown,Critical,172.23.7.205,2024-11-04,2026-03-06
AST00762,CLI0180,workstation,Unknown,Medium,192.168.67.39,2026-01-10,2026-03-20
AST00763,CLI0266,Server,Ubuntu 22.04,Medium,172.27.135.54,2025-09-04,
AST00764,CLI0197,Server,Unknown,Medium,192.168.44.33,2025-02-28,2025-09-10
AST00765,CLI0465,Server,macOS Sonoma,High,192.168.212.251,2026-04-07,2025-09-22
AST00766,CLI0054,iot device,macOS Sonoma,High,192.168.9.72,2023-12-06,
AST00767,CLI0125,Server,CentOS 7,Critical,10.16.94.95,2025-09-20,2025-10-30
AST00768,CLI0230,Server,Ubuntu 20.04,Critical,10.114.188.169,2024-06-09,
AST00769,CLI0006,router,Ubuntu 22.04,High,10.136.244.156,2026-01-29,2026-05-14
AST00770,CLI0026,database,macOS Sonoma,Low,192.168.25.208,2026-03-14,2025-12-06
AST00771,CLI0169,iot device,Ubuntu 20.04,Low,10.52.40.12,2025-10-15,2025-07-14
AST00772,CLI0029,mobile device,macOS Sonoma,High,Unknown,2025-01-05,2026-05-28
AST00773,CLI0343,cloud instance,Ubuntu 22.04,Low,10.226.14.162,2025-07-17,
AST00774,CLI0056,iot device,Unknown,High,10.171.81.173,2025-10-08,2025-08-13
AST00775,CLI0450,workstation,CentOS 7,Medium,172.16.53.247,2023-06-23,2026-04-21
AST00776,CLI0035,router,RHEL 8,High,192.168.136.51,2023-12-26,2026-04-01
AST00777,CLI0064,mobile device,Windows Server 2019,High,192.168.215.235,2025-08-23,
AST00778,CLI0068,workstation,Windows Server 2019,Medium,172.27.147.167,2026-04-08,
AST00779,CLI0412,workstation,Unknown,High,192.168.35.160,2022-10-31,2026-06-23
AST00780,CLI0011,mobile device,macOS Sonoma,Critical,10.201.90.50,2025-07-13,2026-02-18
AST00781,CLI0104,iot device,Windows Server 2019,Critical,192.168.151.105,2024-03-03,2026-03-12
AST00782,CLI0198,workstation,Windows 10,Low,172.26.9.202,2026-02-17,2025-07-01
AST00783,CLI0199,Server,Windows 11,High,192.168.75.49,2025-04-18,
AST00784,CLI0432,mobile device,Unknown,Critical,192.168.226.96,2025-04-14,2026-05-19
AST00785,CLI0046,Server,Windows 11,High,172.25.166.37,2022-10-31,2025-11-18
AST00786,CLI0367,cloud instance,Unknown,Medium,192.168.64.131,2024-07-29,2026-01-12
AST00787,CLI0481,cloud instance,Unknown,High,192.168.174.113,2025-07-10,2025-08-26
AST00788,CLI0149,Server,Ubuntu 22.04,Medium,192.168.123.144,2025-10-27,2025-11-30
AST00789,CLI0056,router,RHEL 8,Medium,192.168.30.177,2025-11-10,2025-12-31
AST00790,CLI0207,workstation,RHEL 8,Medium,10.63.223.52,2024-04-15,2025-06-30
AST00791,CLI0479,Server,RHEL 8,High,172.23.123.153,2023-11-23,
AST00792,CLI0307,router,RHEL 8,Medium,192.168.71.170,2025-05-08,2026-01-05
AST00793,CLI0508,database,Windows Server 2019,High,172.22.41.105,2025-10-14,2025-11-08
AST00794,CLI0478,Server,Ubuntu 22.04,Medium,192.168.210.248,2022-10-27,
AST00795,CLI0385,database,macOS Sonoma,Medium,172.18.127.146,2023-12-21,2026-01-07
AST00796,CLI0372,Server,Windows 10,High,Unknown,2024-07-27,2025-11-20
AST00797,CLI0146,cloud instance,CentOS 7,Medium,172.30.21.34,2025-04-01,
AST00798,CLI0045,Server,Ubuntu 22.04,Medium,172.20.158.123,2024-07-07,2025-12-23
AST00799,CLI0269,firewall,RHEL 8,High,192.168.60.114,2025-04-09,2025-12-12
AST00800,CLI0201,Server,Windows 11,High,10.189.25.23,2026-03-07,2025-08-11
AST00801,CLI0022,firewall,macOS Sonoma,High,10.148.69.55,2022-08-27,2025-08-24
AST00802,CLI0347,database,Ubuntu 20.04,Critical,172.31.140.179,2022-08-09,
AST00803,CLI0176,Server,Unknown,Critical,172.25.195.231,2026-01-18,2025-09-15
AST00804,CLI0122,firewall,Windows 11,High,172.27.40.33,2022-10-06,2025-12-22
AST00805,CLI0388,iot device,RHEL 8,Medium,172.26.207.114,2025-08-14,2026-03-19
AST00806,CLI0251,Server,Unknown,Medium,192.168.70.236,2024-07-06,2025-12-10
AST00807,CLI0302,firewall,RHEL 8,Medium,172.26.104.43,2022-11-07,
AST00808,CLI0130,Server,Unknown,Critical,172.28.167.23,2023-11-07,2025-07-15
AST00809,CLI0482,Server,Windows 10,Medium,172.18.213.60,2025-12-16,2026-01-24
AST00810,CLI0384,mobile device,Unknown,Critical,192.168.63.96,2025-01-25,2026-06-13
AST00811,CLI0383,Server,CentOS 7,High,192.168.27.18,2026-04-28,
AST00812,CLI0275,Server,macOS Sonoma,High,192.168.61.149,2025-02-15,2026-06-16
AST00813,CLI0038,database,Ubuntu 22.04,Medium,172.23.217.99,2025-10-24,2026-05-02
AST00814,CLI0406,database,Ubuntu 20.04,Critical,10.164.15.141,2024-02-07,2026-05-10
AST00815,CLI0161,iot device,Ubuntu 20.04,Medium,10.92.107.139,2024-02-26,2026-05-09
AST00816,CLI0303,mobile device,Unknown,High,172.19.45.189,2024-08-29,2025-10-11
AST00817,CLI0477,Server,Unknown,High,10.208.134.137,2025-03-17,
AST00818,CLI0443,router,RHEL 8,High,10.29.243.242,2023-09-08,
AST00819,CLI0392,Server,Windows 11,Critical,172.19.222.244,2022-09-13,2026-02-02
AST00820,CLI0078,iot device,Windows 10,High,10.197.37.25,2026-04-17,2025-10-23
AST00821,CLI0081,cloud instance,Ubuntu 22.04,Low,192.168.247.229,2022-08-11,
AST00822,CLI0040,Server,Ubuntu 22.04,High,10.51.249.10,2023-06-24,
AST00823,CLI0257,cloud instance,Ubuntu 20.04,Medium,172.30.69.124,2022-10-30,2026-02-16
AST00824,CLI0268,Server,Ubuntu 20.04,High,10.86.28.199,2025-08-15,
AST00825,CLI0416,Server,Windows Server 2019,Critical,192.168.0.131,2025-09-29,2026-06-15
AST00826,CLI0408,database,Ubuntu 22.04,High,192.168.0.71,2022-09-25,
AST00827,CLI0240,Server,Unknown,High,172.28.42.55,2026-06-28,
AST00828,CLI0473,iot device,Windows 10,High,192.168.82.165,2025-06-13,
AST00829,CLI0428,database,CentOS 7,Critical,172.20.120.3,2025-05-24,2026-06-29
AST00830,CLI0384,firewall,Unknown,High,10.162.248.187,2026-01-11,2026-02-16
AST00831,CLI0010,mobile device,RHEL 8,High,192.168.125.234,2025-02-21,
AST00832,CLI0414,Server,Ubuntu 20.04,High,192.168.68.119,2025-01-29,2025-12-20
AST00833,CLI0033,firewall,Windows 11,High,10.211.138.26,2024-09-19,2025-12-24
AST00834,CLI0401,router,Ubuntu 22.04,Critical,172.18.123.17,2024-08-24,
AST00835,CLI0193,mobile device,Windows 10,High,172.27.75.187,2026-05-20,
AST00836,CLI0312,workstation,Windows 11,Low,172.16.69.17,2022-12-29,2025-11-11
AST00837,CLI0033,Server,CentOS 7,Low,10.10.32.210,2025-07-12,2026-03-05
AST00838,CLI0396,cloud instance,Ubuntu 22.04,Medium,10.155.58.55,2025-09-23,2026-06-22
AST00839,CLI0072,mobile device,Windows Server 2019,High,172.31.197.83,2026-02-10,2026-03-14
AST00840,CLI0335,router,macOS Sonoma,Medium,10.202.203.206,2022-12-09,2025-10-08
AST00841,CLI0429,mobile device,Windows 10,Critical,10.89.222.234,2022-10-03,2025-08-14
AST00842,CLI0134,database,Ubuntu 20.04,Critical,172.23.75.125,2026-01-07,2025-10-07
AST00843,CLI0487,firewall,Unknown,Medium,192.168.129.126,2025-03-20,2025-06-29
AST00844,CLI0208,Server,CentOS 7,High,172.17.168.220,2025-11-28,2025-10-25
AST00845,CLI0457,workstation,macOS Sonoma,Medium,172.30.238.71,2024-06-23,2025-07-14
AST00846,CLI0337,Server,CentOS 7,Critical,192.168.142.77,2026-03-02,2026-01-09
AST00847,CLI0094,cloud instance,CentOS 7,High,172.18.158.45,2026-01-05,2026-06-26
AST00848,CLI0305,router,Unknown,High,10.216.254.247,2026-04-29,2026-05-30
AST00849,CLI0426,database,Windows 11,Medium,172.19.24.97,2022-08-09,
AST00850,CLI0394,firewall,Unknown,Low,192.168.128.53,2023-06-26,2025-12-19
AST00851,CLI0246,firewall,Ubuntu 20.04,High,10.121.54.119,2026-04-08,2026-02-10
AST00852,CLI0069,database,CentOS 7,Critical,10.63.233.62,2022-11-01,2025-07-11
AST00853,CLI0125,iot device,Windows 10,High,172.18.20.182,2025-08-16,
AST00854,CLI0420,mobile device,Windows 11,High,10.221.26.0,2022-10-04,2026-03-03
AST00855,CLI0474,Server,Windows 10,High,172.28.218.150,2022-11-17,2025-09-22
AST00856,CLI0473,router,RHEL 8,High,192.168.5.110,2024-04-22,2025-12-15
AST00857,CLI0407,Server,Windows Server 2019,High,192.168.173.226,2025-02-04,2026-03-03
AST00858,CLI0335,mobile device,CentOS 7,Critical,192.168.98.140,2022-12-04,2026-03-17
AST00859,CLI0249,mobile device,Windows 11,Critical,192.168.99.33,2026-02-10,2025-08-14
AST00860,CLI0175,Server,Unknown,Low,172.30.58.92,2023-03-28,2025-08-18
AST00861,CLI0401,firewall,Windows 10,High,10.223.39.124,2024-07-18,2025-11-06
AST00862,CLI0280,firewall,CentOS 7,High,192.168.74.143,2023-01-31,2025-11-01
AST00863,CLI0036,Server,Ubuntu 22.04,Critical,172.20.160.144,2022-09-21,2026-04-30
AST00864,CLI0106,router,Ubuntu 20.04,Critical,10.100.12.103,2026-05-26,2026-02-18
AST00865,CLI0050,router,Ubuntu 22.04,Medium,10.243.146.60,2025-04-10,2026-06-23
AST00866,CLI0205,workstation,Windows Server 2019,Critical,Unknown,2023-10-26,2026-01-26
AST00867,CLI0346,database,Windows 10,Medium,192.168.168.64,2023-02-22,2025-12-12
AST00868,CLI0172,firewall,Windows Server 2019,Critical,10.1.228.149,2025-01-18,
AST00869,CLI0331,Server,Ubuntu 22.04,Medium,10.169.188.89,2025-09-21,2025-11-22
AST00870,CLI0405,router,Windows 10,Medium,10.37.192.23,2023-12-04,
AST00871,CLI0332,firewall,Windows Server 2019,Critical,172.27.132.96,2022-09-02,2025-07-09
AST00872,CLI0399,database,CentOS 7,Medium,10.134.36.182,2025-05-15,
AST00873,CLI0378,Server,Windows 10,Medium,10.90.38.209,2025-11-12,2025-07-06
AST00874,CLI0512,workstation,Unknown,High,192.168.56.208,2023-11-06,2025-12-12
AST00875,CLI0176,cloud instance,Windows 10,Medium,172.21.123.199,2026-04-05,2026-06-29
AST00876,CLI0398,firewall,RHEL 8,Medium,172.18.23.146,2022-12-20,2025-08-15
AST00877,CLI0326,mobile device,Windows 10,High,Unknown,2023-04-03,2026-03-10
AST00878,CLI0460,router,Unknown,High,172.23.211.89,2026-03-06,2026-01-29
AST00879,CLI0014,database,Windows Server 2019,Medium,192.168.76.16,2023-10-21,2025-07-18
AST00880,CLI0317,database,macOS Sonoma,High,10.250.92.251,2023-05-01,2025-07-28
AST00881,CLI0062,firewall,RHEL 8,Critical,192.168.85.185,2024-07-12,2026-03-30
AST00882,CLI0385,database,Windows Server 2019,Medium,192.168.237.180,2023-03-18,2026-01-07
AST00883,CLI0455,iot device,Windows 11,High,172.31.213.86,2024-05-22,2026-01-27
AST00884,CLI0425,cloud instance,Windows Server 2019,Medium,192.168.106.22,2023-05-16,
AST00885,CLI0351,database,Ubuntu 22.04,Medium,172.29.153.201,2026-01-18,2026-06-06
AST00886,CLI0255,database,Unknown,High,172.18.182.88,2023-01-12,
AST00887,CLI0188,mobile device,Windows Server 2019,Low,172.17.81.10,2024-05-09,2026-02-11
AST00888,CLI0198,Server,Windows 11,Medium,172.27.194.168,2025-09-17,2025-10-23
AST00889,CLI0210,database,Unknown,Low,10.135.255.251,2025-01-27,
AST00890,CLI0319,firewall,Ubuntu 22.04,Medium,192.168.40.4,2025-08-21,2025-08-04
AST00891,CLI0255,cloud instance,Ubuntu 20.04,Medium,10.102.142.150,2023-10-30,2025-09-28
AST00892,CLI0207,cloud instance,CentOS 7,Low,192.168.140.134,2023-04-04,
AST00893,CLI0408,router,Windows 11,Critical,192.168.133.179,2022-07-12,2026-04-25
AST00894,CLI0444,firewall,CentOS 7,Low,172.16.97.104,2024-05-19,
AST00895,CLI0086,cloud instance,Unknown,Medium,10.116.133.43,2023-05-27,2025-12-19
AST00896,CLI0180,cloud instance,macOS Sonoma,Critical,192.168.239.254,2025-05-20,
AST00897,CLI0385,Server,Unknown,Critical,172.29.184.172,2025-07-29,2026-03-11
AST00898,CLI0481,database,Windows 11,Medium,Unknown,2024-04-17,2025-11-13
AST00899,CLI0384,mobile device,macOS Sonoma,Critical,192.168.156.115,2026-04-08,2026-04-21
AST00900,CLI0383,router,CentOS 7,High,172.29.105.167,2024-03-12,2026-04-04
AST00901,CLI0073,router,Windows Server 2019,Low,192.168.166.243,2024-11-03,2025-07-10
AST00902,CLI0167,database,macOS Sonoma,High,10.169.22.152,2024-10-07,2026-05-29
AST00903,CLI0357,Server,CentOS 7,High,192.168.195.60,2023-04-24,2026-01-10
AST00904,CLI0060,router,macOS Sonoma,High,10.168.93.229,2024-10-09,
AST00905,CLI0036,iot device,Windows Server 2019,High,10.90.243.30,2022-08-15,2026-03-08
AST00906,CLI0268,Server,CentOS 7,High,10.197.147.233,2023-08-18,2025-09-22
AST00907,CLI0166,Server,Windows 10,High,10.188.191.253,2024-07-26,2026-05-09
AST00908,CLI0394,router,Unknown,Low,172.19.139.54,2023-01-04,2025-11-29
AST00909,CLI0434,firewall,macOS Sonoma,High,172.22.155.123,2023-01-05,2025-12-04
AST00910,CLI0392,Server,Ubuntu 20.04,High,192.168.81.75,2024-11-28,2026-01-30
AST00911,CLI0092,workstation,Unknown,High,192.168.234.252,2023-08-06,2025-07-01
AST00912,CLI0276,database,macOS Sonoma,High,10.126.97.212,2024-08-06,2026-05-28
AST00913,CLI0504,Server,Windows 10,Low,172.17.64.46,2025-06-11,
AST00914,CLI0427,cloud instance,macOS Sonoma,Medium,172.25.132.179,2024-01-22,2026-04-26
AST00915,CLI0138,database,CentOS 7,Medium,172.29.211.146,2024-04-28,2026-05-28
AST00916,CLI0462,Server,Ubuntu 22.04,Medium,192.168.22.91,2023-06-15,2025-10-07
AST00917,CLI0188,database,Ubuntu 20.04,High,192.168.34.44,2025-04-14,2025-09-16
AST00918,CLI0112,firewall,Windows 10,High,172.19.225.31,2026-06-23,2025-07-27
AST00919,CLI0284,workstation,RHEL 8,Low,172.21.70.92,2023-07-04,
AST00920,CLI0497,workstation,Windows Server 2019,Low,10.236.126.173,2024-01-07,2026-03-29
AST00921,CLI0043,workstation,Ubuntu 22.04,Medium,172.24.4.246,2022-12-14,
AST00922,CLI0273,mobile device,CentOS 7,High,192.168.236.54,2022-10-07,
AST00923,CLI0345,iot device,RHEL 8,High,172.24.238.186,2025-11-10,
AST00924,CLI0409,router,Unknown,Low,10.63.144.197,2024-08-19,
AST00925,CLI0103,Server,CentOS 7,High,10.78.151.23,2024-04-03,2026-03-17
